年月日,平均気温,天気概況（昼）,都市
2022/1/2,12.4,2.8,晴れときどき曇り,福岡
2022/1/3,12.7,2.9,晴れ,福岡
2022/1/4,11.7,2.7,晴れ,福岡
2022/1/5,9.2,4.1,曇り,福岡
2022/1/6,12.0,5.3,晴れときどき曇り,福岡
2022/1/7,12.6,3.8,晴れ,福岡
2022/1/8,14.2,2.5,晴れ,福岡
2022/1/9,12.3,4.6,曇り,福岡
2022/1/10,14.1,4.1,晴れ,福岡
2022/1/11,9.6,4.3,曇りときどき雨,福岡
2022/1/12,6.9,3.4,晴れ,福岡
2022/1/13,7.9,3.4,晴れときどき曇り,福岡
2022/1/14,7.3,2.4,晴れ,福岡
2022/1/15,10.2,2.1,曇り,福岡
2022/1/16,9.9,3.9,雨のち曇り,福岡
2022/1/17,10.1,5.5,曇り,福岡
2022/1/18,8.1,1.6,晴れ,福岡
2022/1/19,9.2,0.3,晴れ,福岡
2022/1/20,8.0,4.1,曇りときどきみぞれ,福岡
2022/1/21,9.3,4.2,曇り,福岡
2022/1/22,11.4,1.4,晴れときどき曇り,福岡
2022/1/23,9.1,6.9,雨,福岡
2022/1/24,11.0,6.1,曇り,福岡
2022/1/25,13.1,2.7,晴れときどき曇り,福岡
2022/1/26,12.6,6.1,晴れときどき曇り,福岡
2022/1/27,12.5,6.0,曇り,福岡
2022/1/28,12.8,5.4,晴れ,福岡
2022/1/29,10.6,5.5,曇り,福岡
2022/1/30,11.3,4.8,曇り,福岡
2022/1/31,10.3,2.8,晴れ,福岡
2022/2/1,8.8,2.9,曇り,福岡
2022/2/2,9.6,1.5,晴れのち曇り,福岡
2022/2/3,9.5,4.9,曇り,福岡
2022/2/4,9.1,2.4,晴れ,福岡
2022/2/5,6.7,3.2,晴れときどき曇り,福岡
2022/2/6,6.0,2.7,曇りときどき晴れ,福岡
2022/2/7,9.3,2.9,曇りときどき晴れ,福岡
2022/2/8,9.9,4.9,曇り,福岡
2022/2/9,12.6,3.5,晴れ,福岡
2022/2/10,10.6,6.6,雨,福岡
2022/2/11,13.1,5.3,曇りときどき晴れ,福岡
2022/2/12,14.6,5.0,晴れときどき曇り,福岡
2022/2/13,9.6,7.0,雨のち曇り,福岡
2022/2/14,14.6,6.5,曇りのち晴れ,福岡
2022/2/15,10.5,4.8,曇りのち晴れ,福岡
2022/2/16,6.4,2.3,晴れときどき曇り,福岡
2022/2/17,5.1,-0.3,晴れときどき曇り,福岡
2022/2/18,10.0,1.0,曇り,福岡
2022/2/19,7.0,4.0,雨,福岡
2022/2/20,8.1,2.8,晴れときどき曇り,福岡
2022/2/21,7.2,2.4,晴れ,福岡
2022/2/22,8.0,1.8,晴れ,福岡
2022/2/23,7.1,1.7,曇り,福岡
2022/2/24,8.2,0.7,晴れ,福岡
2022/2/25,11.0,0.6,晴れ,福岡
2022/2/26,14.1,2.8,晴れときどき曇り,福岡
2022/2/27,13.2,5.2,晴れ,福岡
2022/2/28,15.0,3.1,晴れのち曇り,福岡
2022/3/1,13.5,8.5,雨ときどき曇り,福岡
2022/3/2,12.5,7.1,晴れ,福岡
2022/3/3,14.4,5.8,晴れ,福岡
2022/3/4,12.8,6.0,曇りときどき晴れ,福岡
2022/3/5,15.9,7.8,晴れ,福岡
2022/3/6,10.9,5.2,晴れ,福岡
2022/3/7,12.1,4.1,曇り,福岡
2022/3/8,15.4,2.9,晴れ,福岡
2022/3/9,16.7,5.7,晴れ,福岡
2022/3/10,18.5,5.4,晴れ,福岡
2022/3/11,21.0,9.5,曇りときどき晴れ,福岡
2022/3/12,22.6,14.2,曇りときどき晴れ,福岡
2022/3/13,21.8,15.3,曇り,福岡
2022/3/14,24.0,13.8,曇り,福岡
2022/3/15,18.9,12.5,晴れ,福岡
2022/3/16,22.6,10.2,晴れ,福岡
2022/3/17,18.8,12.2,曇り,福岡
2022/3/18,12.9,10.4,雨,福岡
2022/3/19,13.0,8.4,曇りときどき雨,福岡
2022/3/20,14.2,7.7,曇り,福岡
2022/3/21,14.9,9.3,曇り,福岡
2022/3/22,15.1,7.8,曇りときどき晴れ,福岡
2022/3/23,11.3,6.6,曇り,福岡
2022/3/24,16.5,5.3,晴れ,福岡
2022/3/25,20.6,7.0,曇りときどき晴れ,福岡
2022/3/26,19.1,14.1,雨のち曇り,福岡
2022/3/27,19.5,12.9,晴れときどき曇り,福岡
2022/3/28,15.3,10.9,曇り,福岡
2022/3/29,19.6,9.9,曇りのち晴れ,福岡
2022/3/30,22.4,12.6,曇り,福岡
2022/3/31,18.4,12.5,雨ときどき曇り,福岡
2022/4/1,16.0,9.2,晴れ,福岡
2022/4/2,14.7,6.9,曇り,福岡
2022/4/3,16.7,5.0,晴れ,福岡
2022/4/4,17.6,6.6,晴れ,福岡
2022/4/5,19.0,6.3,晴れのち曇り,福岡
2022/4/6,20.4,10.9,晴れ,福岡
2022/4/7,22.6,10.4,晴れ,福岡
2022/4/8,22.0,11.6,晴れ,福岡
2022/4/9,25.1,12.0,晴れ,福岡
2022/4/10,24.6,13.2,晴れ,福岡
2022/4/11,22.9,16.8,雨ときどき曇り,福岡
2022/4/12,25.3,17.4,晴れときどき曇り,福岡
2022/4/13,21.9,15.8,曇り,福岡
2022/4/14,16.5,14.2,雨,福岡
2022/4/15,14.5,11.8,曇り,福岡
2022/4/16,17.6,10.7,晴れ,福岡
2022/4/17,21.4,8.7,晴れ,福岡
2022/4/18,20.9,11.8,曇り,福岡
2022/4/19,22.0,10.3,曇りのち晴れ,福岡
2022/4/20,25.6,11.6,晴れ,福岡
2022/4/21,18.2,13.6,雨ときどき曇り,福岡
2022/4/22,26.1,12.9,晴れ,福岡
2022/4/23,20.0,17.2,曇りときどき雨,福岡
2022/4/24,25.3,16.6,曇りときどき晴れ,福岡
2022/4/25,27.5,15.8,曇りときどき晴れ,福岡
2022/4/26,25.5,21.4,雨,福岡
2022/4/27,22.9,16.4,曇り,福岡
2022/4/28,22.6,15.0,晴れときどき曇り,福岡
2022/4/29,18.8,13.0,大雨ときどき曇り,福岡
2022/4/30,19.4,12.8,晴れ,福岡
2022/5/1,19.5,13.6,曇り,福岡
2022/5/2,21.0,11.2,曇りときどき晴れ,福岡
2022/5/3,21.0,11.9,晴れ,福岡
2022/5/4,23.4,11.6,晴れ,福岡
2022/5/5,25.7,15.0,晴れ,福岡
2022/5/6,23.8,17.1,曇りときどき雨,福岡
2022/5/7,26.4,18.4,晴れときどき曇り,福岡
2022/5/8,23.0,17.2,晴れ,福岡
2022/5/9,22.5,15.9,晴れ,福岡
2022/5/10,25.3,16.0,曇り,福岡
2022/5/11,25.6,18.3,曇りときどき雨,福岡
2022/5/12,23.3,19.4,雨,福岡
2022/5/13,20.5,17.5,雨,福岡
2022/5/14,22.0,16.2,晴れ,福岡
2022/5/15,21.0,15.3,曇り,福岡
2022/5/16,22.5,15.4,曇りときどき晴れ,福岡
2022/5/17,25.5,15.0,晴れ,福岡
2022/5/18,27.0,14.2,晴れ,福岡
2022/5/19,26.8,16.0,曇り,福岡
2022/5/20,24.3,19.0,曇り,福岡
2022/5/21,25.1,16.6,晴れ,福岡
2022/5/22,29.4,17.3,晴れ,福岡
2022/5/23,25.1,19.1,曇り,福岡
2022/5/24,28.6,19.0,晴れ,福岡
2022/5/25,29.2,20.8,晴れ,福岡
2022/5/26,24.5,20.0,曇り,福岡
2022/5/27,29.0,17.5,晴れ,福岡
2022/5/28,30.6,18.9,曇りときどき晴れ,福岡
2022/5/29,28.5,19.0,晴れ,福岡
2022/5/30,25.9,17.9,曇りときどき雨,福岡
2022/5/31,26.8,20.4,曇りときどき晴れ,福岡
2022/6/1,29.3,18.5,曇り,福岡
2022/6/2,27.5,18.8,晴れ,福岡
2022/6/3,27.4,18.9,晴れ,福岡
2022/6/4,33.4,18.9,曇り,福岡
2022/6/5,23.3,18.5,雨,福岡
2022/6/6,23.9,18.5,曇り,福岡
2022/6/7,25.0,18.6,晴れ,福岡
2022/6/8,24.9,18.3,晴れ,福岡
2022/6/9,26.6,18.0,曇りのち晴れ,福岡
2022/6/10,27.5,19.8,曇り,福岡
2022/6/11,23.5,20.1,雨ときどき曇り,福岡
2022/6/12,25.4,20.5,曇りときどき晴れ,福岡
2022/1/1,9.6,-1.7,晴れ,佐賀
2022/1/2,11.3,0.7,雨ときどき曇り,佐賀
2022/1/3,12.8,0.1,晴れ,佐賀
2022/1/4,12.5,0.0,晴れ,佐賀
2022/1/5,9.0,2.5,曇り,佐賀
2022/1/6,12.8,4.2,曇りときどき晴れ,佐賀
2022/1/7,12.9,1.2,晴れ,佐賀
2022/1/8,12.6,0.5,晴れ,佐賀
2022/1/9,12.1,2.9,曇り,佐賀
2022/1/10,14.4,1.9,晴れ,佐賀
2022/1/11,9.5,3.6,雨ときどき曇り,佐賀
2022/1/12,7.5,0.9,晴れときどき曇り,佐賀
2022/1/13,6.8,1.1,雨ときどき雪,佐賀
2022/1/14,8.3,-0.5,晴れ,佐賀
2022/1/15,8.5,0.3,曇り,佐賀
2022/1/16,8.0,1.3,曇りときどき雨,佐賀
2022/1/17,10.7,2.3,曇りときどき晴れ,佐賀
2022/1/18,9.3,0.4,晴れ,佐賀
2022/1/19,10.3,-1.7,晴れ,佐賀
2022/1/20,9.0,1.4,晴れ,佐賀
2022/1/21,10.2,3.2,曇りときどき晴れ,佐賀
2022/1/22,11.9,3.4,曇りときどき晴れ,佐賀
2022/1/23,9.4,6.8,雨,佐賀
2022/1/24,11.7,4.9,曇りときどき晴れ,佐賀
2022/1/25,13.6,2.5,晴れ,佐賀
2022/1/26,13.7,5.7,晴れ,佐賀
2022/1/27,11.8,5.4,曇り,佐賀
2022/1/28,13.5,3.2,晴れ,佐賀
2022/1/29,11.4,4.0,曇り,佐賀
2022/1/30,12.0,4.2,曇り,佐賀
2022/1/31,11.9,2.4,晴れ,佐賀
2022/2/1,9.7,0.3,雨,佐賀
2022/2/2,9.0,-0.5,曇り,佐賀
2022/2/3,9.7,4.0,曇り,佐賀
2022/2/4,9.0,2.3,晴れ,佐賀
2022/2/5,5.9,2.2,曇りのち雪,佐賀
2022/2/6,6.4,2.5,晴れときどき曇り,佐賀
2022/2/7,8.5,1.9,曇り,佐賀
2022/2/8,10.1,4.2,雨のち曇り,佐賀
2022/2/9,14.3,2.0,晴れ,佐賀
2022/2/10,11.0,6.3,雨ときどき曇り,佐賀
2022/2/11,13.2,3.8,曇りときどき晴れ,佐賀
2022/2/12,14.4,4.7,曇りときどき晴れ,佐賀
2022/2/13,11.3,7.3,雨のち曇り,佐賀
2022/2/14,15.4,6.4,曇りのち晴れ,佐賀
2022/2/15,11.8,4.4,晴れときどき曇り,佐賀
2022/2/16,5.9,2.0,雪ときどき曇り,佐賀
2022/2/17,5.1,-0.9,晴れときどき曇り,佐賀
2022/2/18,11.1,-0.5,晴れときどき曇り,佐賀
2022/2/19,8.0,3.7,雨,佐賀
2022/2/20,6.7,0.1,雪ときどき曇り,佐賀
2022/2/21,7.1,-2.0,晴れときどき曇り,佐賀
2022/2/22,8.6,0.6,晴れ,佐賀
2022/2/23,6.9,0.8,曇り,佐賀
2022/2/24,9.7,-2.2,晴れ,佐賀
2022/2/25,12.4,-0.8,晴れ,佐賀
2022/2/26,13.3,-0.1,晴れときどき曇り,佐賀
2022/2/27,15.9,4.3,晴れ,佐賀
2022/2/28,15.8,0.7,晴れ,佐賀
2022/3/1,13.5,8.3,雨ときどき曇り,佐賀
2022/3/2,14.4,3.8,晴れ,佐賀
2022/3/3,15.8,1.9,晴れ,佐賀
2022/3/4,10.4,2.5,曇りときどき晴れ,佐賀
2022/3/5,17.2,3.3,晴れ,佐賀
2022/3/6,12.1,2.6,晴れ,佐賀
2022/3/7,12.9,1.6,曇り,佐賀
2022/3/8,16.3,2.2,晴れ,佐賀
2022/3/9,17.3,2.7,晴れ,佐賀
2022/3/10,18.1,3.4,晴れ,佐賀
2022/3/11,21.0,7.3,晴れときどき曇り,佐賀
2022/3/12,22.7,12.5,晴れ,佐賀
2022/3/13,20.5,13.1,曇り,佐賀
2022/3/14,23.3,14.7,曇りときどき雨,佐賀
2022/3/15,23.7,12.1,晴れ,佐賀
2022/3/16,23.5,8.7,晴れ,佐賀
2022/3/17,21.6,11.5,曇りときどき晴れ,佐賀
2022/3/18,16.1,10.8,雨のち曇り,佐賀
2022/3/19,12.8,8.0,雨ときどき曇り,佐賀
2022/3/20,14.6,6.5,曇り,佐賀
2022/3/21,15.3,8.2,曇りときどき雨,佐賀
2022/3/22,15.5,7.9,雨ときどき晴れ,佐賀
2022/3/23,11.0,4.9,雨ときどき曇り,佐賀
2022/3/24,17.0,2.5,曇り,佐賀
2022/3/25,20.1,6.6,晴れ,佐賀
2022/3/26,18.5,13.6,大雨のち曇り,佐賀
2022/3/27,21.6,12.6,曇りのち晴れ,佐賀
2022/3/28,16.8,11.1,曇り,佐賀
2022/3/29,19.7,9.4,曇りときどき晴れ,佐賀
2022/3/30,22.5,13.3,曇り,佐賀
2022/3/31,19.1,12.9,雨,佐賀
2022/4/1,16.1,8.5,晴れ,佐賀
2022/4/2,15.8,6.2,晴れときどき曇り,佐賀
2022/4/3,18.5,4.2,晴れ,佐賀
2022/4/4,19.1,5.5,晴れ,佐賀
2022/4/5,21.7,3.6,晴れときどき曇り,佐賀
2022/4/6,21.8,10.5,晴れ,佐賀
2022/4/7,21.4,8.4,晴れ,佐賀
2022/4/8,24.3,9.0,晴れ,佐賀
2022/4/9,24.0,9.5,晴れ,佐賀
2022/4/10,25.5,11.2,晴れときどき曇り,佐賀
2022/4/11,20.3,14.2,曇りときどき雨,佐賀
2022/4/12,26.5,16.5,曇り,佐賀
2022/4/13,26.0,16.5,曇りときどき晴れ,佐賀
2022/4/14,18.9,15.1,大雨,佐賀
2022/4/15,17.8,11.6,曇りときどき晴れ,佐賀
2022/4/16,17.6,10.1,晴れ,佐賀
2022/4/17,23.1,6.8,晴れ,佐賀
2022/4/18,21.7,10.7,曇り,佐賀
2022/4/19,25.4,9.7,晴れ,佐賀
2022/4/20,25.8,10.8,晴れ,佐賀
2022/4/21,16.5,13.9,雨ときどき曇り,佐賀
2022/4/22,22.9,11.9,晴れ,佐賀
2022/4/23,18.8,15.0,雨,佐賀
2022/4/24,24.8,16.3,曇り,佐賀
2022/4/25,27.6,15.3,曇りときどき晴れ,佐賀
2022/4/26,24.4,20.3,大雨,佐賀
2022/4/27,27.3,16.4,曇り,佐賀
2022/4/28,28.3,13.1,晴れ,佐賀
2022/4/29,20.0,13.2,大雨ときどき曇り,佐賀
2022/4/30,21.7,12.9,曇りのち晴れ,佐賀
2022/5/1,21.0,12.9,曇りときどき晴れ,佐賀
2022/5/2,23.1,10.0,晴れときどき曇り,佐賀
2022/5/3,23.9,10.8,晴れ,佐賀
2022/5/4,24.8,10.7,晴れ,佐賀
2022/5/5,26.5,13.2,晴れ,佐賀
2022/5/6,22.7,17.2,雨ときどき曇り,佐賀
2022/5/7,27.3,17.1,晴れときどき曇り,佐賀
2022/5/8,27.9,17.0,晴れ,佐賀
2022/5/9,26.0,15.9,曇りときどき雨,佐賀
2022/5/10,26.5,17.1,曇り,佐賀
2022/5/11,24.5,18.6,雨ときどき曇り,佐賀
2022/5/12,24.0,19.2,雨ときどき曇り,佐賀
2022/5/13,21.3,19.3,雨,佐賀
2022/5/14,24.1,15.7,晴れ,佐賀
2022/5/15,21.5,13.0,曇り,佐賀
2022/5/16,22.8,14.2,曇り,佐賀
2022/5/17,26.9,13.2,晴れときどき曇り,佐賀
2022/5/18,28.5,13.8,晴れ,佐賀
2022/5/19,26.9,14.8,曇り,佐賀
2022/5/20,23.7,17.6,曇りときどき雨,佐賀
2022/5/21,28.7,16.0,晴れ,佐賀
2022/5/22,29.5,15.7,晴れ,佐賀
2022/5/23,27.7,17.6,曇り,佐賀
2022/5/24,32.3,18.1,晴れ,佐賀
2022/5/25,31.7,20.1,晴れ,佐賀
2022/5/26,24.1,20.1,曇りときどき雨,佐賀
2022/5/27,29.1,15.6,晴れ,佐賀
2022/5/28,29.6,16.5,晴れときどき曇り,佐賀
2022/5/29,30.0,17.4,曇りときどき晴れ,佐賀
2022/5/30,24.3,16.8,曇りときどき雨,佐賀
2022/5/31,29.1,19.8,晴れときどき曇り,佐賀
2022/6/1,27.7,17.0,曇り,佐賀
2022/6/2,30.0,17.3,晴れ,佐賀
2022/6/3,31.8,17.8,晴れ,佐賀
2022/6/4,33.9,17.5,晴れ,佐賀
2022/6/5,23.5,18.3,大雨,佐賀
2022/6/6,25.4,18.4,晴れのち曇り,佐賀
2022/6/7,27.2,18.0,晴れときどき曇り,佐賀
2022/6/8,28.6,18.1,晴れ,佐賀
2022/6/9,29.9,17.9,晴れときどき曇り,佐賀
2022/6/10,29.2,20.0,曇り,佐賀
2022/6/11,23.1,20.0,雨,佐賀
2022/6/12,28.6,18.5,曇りときどき晴れ,佐賀
2022/1/1,9.4,0.8,晴れ,大分
2022/1/2,12.8,1.3,曇りときどき晴れ,大分
2022/1/3,13.5,1.7,晴れ,大分
2022/1/4,11.8,3.6,晴れ,大分
2022/1/5,9.9,2.2,曇り,大分
2022/1/6,11.2,6.3,雨ときどき曇り,大分
2022/1/7,11.4,2.0,晴れ,大分
2022/1/8,12.9,0.7,晴れ,大分
2022/1/9,12.7,2.2,晴れときどき曇り,大分
2022/1/10,13.9,2.3,晴れ,大分
2022/1/11,11.4,4.2,雨ときどき曇り,大分
2022/1/12,9.0,2.2,晴れ,大分
2022/1/13,7.5,1.0,曇りときどき晴れ,大分
2022/1/14,8.2,1.6,晴れ,大分
2022/1/15,9.1,-0.1,曇りときどき晴れ,大分
2022/1/16,12.2,0.4,晴れのち曇り,大分
2022/1/17,12.2,5.4,曇りときどき晴れ,大分
2022/1/18,8.4,3.3,曇り,大分
2022/1/19,9.5,-1.4,晴れ,大分
2022/1/20,8.7,3.8,晴れときどき雨,大分
2022/1/21,7.9,0.5,曇りときどき晴れ,大分
2022/1/22,9.3,0.2,曇りときどき晴れ,大分
2022/1/23,8.7,6.1,雨,大分
2022/1/24,10.4,6.5,曇りときどき晴れ,大分
2022/1/25,10.9,3.8,曇り,大分
2022/1/26,13.7,2.6,晴れときどき曇り,大分
2022/1/27,11.4,4.9,曇りときどき晴れ,大分
2022/1/28,12.8,2.5,晴れ,大分
2022/1/29,11.6,4.4,曇り,大分
2022/1/30,10.1,6.3,曇り,大分
2022/1/31,10.9,1.9,晴れときどき曇り,大分
2022/2/1,11.2,-0.1,曇りときどき晴れ,大分
2022/2/2,10.7,0.7,曇りときどき晴れ,大分
2022/2/3,9.4,5.0,曇り,大分
2022/2/4,9.4,3.3,晴れ,大分
2022/2/5,8.6,1.6,晴れ,大分
2022/2/6,7.1,2.1,晴れ,大分
2022/2/7,8.8,1.3,曇りときどき晴れ,大分
2022/2/8,8.7,4.3,雨ときどき曇り,大分
2022/2/9,10.3,1.2,晴れ,大分
2022/2/10,12.1,5.6,雨のち曇り,大分
2022/2/11,11.8,2.6,晴れのち曇り,大分
2022/2/12,11.1,3.7,曇り,大分
2022/2/13,8.4,7.0,雨,大分
2022/2/14,11.8,4.2,曇り,大分
2022/2/15,15.6,2.2,晴れ,大分
2022/2/16,8.6,3.0,晴れ,大分
2022/2/17,5.3,-0.4,晴れ,大分
2022/2/18,8.3,-0.7,曇り,大分
2022/2/19,7.3,2.8,雨,大分
2022/2/20,7.5,2.6,曇り,大分
2022/2/21,7.5,0.6,晴れ,大分
2022/2/22,9.6,1.6,晴れ,大分
2022/2/23,8.8,0.7,曇り,大分
2022/2/24,8.9,-1.5,晴れ,大分
2022/2/25,11.8,-1.7,晴れ,大分
2022/2/26,13.5,-0.7,晴れ,大分
2022/2/27,14.2,3.3,晴れ,大分
2022/2/28,14.5,0.1,晴れ,大分
2022/3/1,16.4,6.7,雨ときどき曇り,大分
2022/3/2,18.2,6.9,晴れ,大分
2022/3/3,16.4,2.6,晴れ,大分
2022/3/4,13.1,2.1,曇りときどき晴れ,大分
2022/3/5,20.8,3.1,晴れ,大分
2022/3/6,12.0,5.1,晴れ,大分
2022/3/7,9.7,2.2,曇り,大分
2022/3/8,14.1,0.3,晴れ,大分
2022/3/9,15.3,2.3,晴れ,大分
2022/3/10,15.7,3.4,晴れ,大分
2022/3/11,18.7,6.5,曇りときどき晴れ,大分
2022/3/12,19.7,11.3,晴れときどき曇り,大分
2022/3/13,20.5,10.7,曇り,大分
2022/3/14,21.1,14.9,曇りときどき晴れ,大分
2022/3/15,21.6,12.4,晴れ,大分
2022/3/16,20.7,8.4,晴れ,大分
2022/3/17,18.4,10.1,曇りときどき晴れ,大分
2022/3/18,13.9,9.8,大雨,大分
2022/3/19,16.1,9.3,曇りのち雨,大分
2022/3/20,12.5,8.0,曇りときどき晴れ,大分
2022/3/21,14.3,7.7,曇り,大分
2022/3/22,13.7,7.7,雨のち曇り,大分
2022/3/23,10.1,6.3,雨ときどき曇り,大分
2022/3/24,16.1,3.3,晴れ,大分
2022/3/25,21.3,5.8,晴れ,大分
2022/3/26,21.1,15.1,雨,大分
2022/3/27,20.1,13.4,晴れときどき曇り,大分
2022/3/28,16.0,10.9,曇り,大分
2022/3/29,16.6,9.4,曇り,大分
2022/3/30,19.5,11.8,曇りときどき雨,大分
2022/3/31,16.7,11.8,雨ときどき曇り,大分
2022/4/1,14.5,9.9,晴れときどき曇り,大分
2022/4/2,13.2,5.5,曇りときどき晴れ,大分
2022/4/3,16.8,5.0,晴れときどき曇り,大分
2022/4/4,19.2,4.8,晴れ,大分
2022/4/5,18.0,4.5,晴れ,大分
2022/4/6,19.8,10.6,晴れ,大分
2022/4/7,20.0,8.5,晴れ,大分
2022/4/8,21.8,9.7,晴れ,大分
2022/4/9,24.6,9.5,晴れ,大分
2022/4/10,21.7,11.1,晴れ,大分
2022/4/11,23.0,12.7,曇り,大分
2022/4/12,26.3,15.1,曇りときどき晴れ,大分
2022/4/13,22.6,15.3,曇りときどき晴れ,大分
2022/4/14,17.4,14.9,雨ときどき曇り,大分
2022/4/15,17.0,12.3,曇り,大分
2022/4/16,18.9,10.5,晴れ,大分
2022/4/17,21.0,7.8,晴れ,大分
2022/4/18,0.0,0.0,曇り,大分
2022/4/19,21.8,10.0,晴れときどき曇り,大分
2022/4/20,23.4,9.3,晴れ,大分
2022/4/21,16.2,13.7,雨ときどき曇り,大分
2022/4/22,21.7,11.5,晴れ,大分
2022/4/23,19.4,14.6,雨ときどき曇り,大分
2022/4/24,18.7,15.1,雨,大分
2022/4/25,22.3,13.1,晴れときどき曇り,大分
2022/4/26,26.9,17.1,曇りときどき雨,大分
2022/4/27,25.8,18.4,雨のち曇り,大分
2022/4/28,22.8,15.7,晴れときどき曇り,大分
2022/4/29,21.2,13.4,雨ときどき曇り,大分
2022/4/30,17.8,12.7,晴れときどき曇り,大分
2022/5/1,20.5,13.3,曇り,大分
2022/5/2,24.0,10.1,曇りときどき晴れ,大分
2022/5/3,20.1,9.6,晴れ,大分
2022/5/4,22.4,9.9,晴れ,大分
2022/5/5,26.0,14.1,曇りときどき晴れ,大分
2022/5/6,22.2,18.1,曇りときどき雨,大分
2022/5/7,25.4,17.4,晴れ,大分
2022/5/8,22.9,16.7,晴れときどき曇り,大分
2022/5/9,18.5,16.7,曇りときどき雨,大分
2022/5/10,20.3,16.0,曇り,大分
2022/5/11,20.4,15.1,雨,大分
2022/5/12,19.5,17.0,雨,大分
2022/5/13,19.6,17.9,雨,大分
2022/5/14,23.8,14.5,晴れ,大分
2022/5/15,19.8,12.0,曇り,大分
2022/5/16,22.1,14.2,曇り,大分
2022/5/17,25.2,14.2,晴れときどき曇り,大分
2022/5/18,26.9,12.4,晴れ,大分
2022/5/19,25.2,13.5,曇り,大分
2022/5/20,23.3,16.6,曇りときどき雨,大分
2022/5/21,23.6,15.6,曇り,大分
2022/5/22,27.5,13.7,晴れ,大分
2022/5/23,25.6,17.7,曇り,大分
2022/5/24,27.9,17.5,晴れ,大分
2022/5/25,28.3,19.4,晴れときどき曇り,大分
2022/5/26,24.3,19.6,雨ときどき曇り,大分
2022/5/27,30.2,19.0,晴れ,大分
2022/5/28,27.8,19.7,曇り,大分
2022/5/29,30.7,18.0,晴れときどき曇り,大分
2022/5/30,23.3,17.1,雨,大分
2022/5/31,28.2,18.5,晴れときどき曇り,大分
2022/6/1,26.3,15.7,曇り,大分
2022/6/2,26.8,17.1,晴れ,大分
2022/6/3,28.7,17.6,晴れ,大分
2022/6/4,26.7,18.0,晴れ,大分
2022/6/5,22.9,17.6,大雨ときどき曇り,大分
2022/6/6,26.9,17.6,晴れときどき雨,大分
2022/6/7,25.6,19.2,晴れ,大分
2022/6/8,24.6,18.6,晴れときどき曇り,大分
2022/6/9,24.9,17.1,曇りときどき晴れ,大分
2022/6/10,28.2,19.6,曇り,大分
2022/6/11,23.1,18.9,雨,大分
2022/6/12,27.5,17.5,晴れ,大分
2022/1/1,10.3,0.7,晴れ,長崎
2022/1/2,11.6,4.3,曇り,長崎
2022/1/3,12.8,3.1,晴れ,長崎
2022/1/4,11.4,3.3,晴れ,長崎
2022/1/5,9.5,4.4,曇り,長崎
2022/1/6,12.3,4.8,晴れ,長崎
2022/1/7,12.3,3.5,晴れときどき曇り,長崎
2022/1/8,13.7,2.9,晴れ,長崎
2022/1/9,11.9,5.9,曇り,長崎
2022/1/10,14.3,3.5,晴れ,長崎
2022/1/11,10.7,3.5,雨ときどき曇り,長崎
2022/1/12,6.7,3.3,曇り,長崎
2022/1/13,7.4,3.3,雨,長崎
2022/1/14,8.1,2.1,晴れ,長崎
2022/1/15,9.5,1.8,曇り,長崎
2022/1/16,12.5,4.9,曇りときどき雨,長崎
2022/1/17,10.8,5.4,曇りときどき晴れ,長崎
2022/1/18,9.1,2.4,晴れときどき曇り,長崎
2022/1/19,10.7,-0.3,晴れ,長崎
2022/1/20,9.2,3.4,曇り,長崎
2022/1/21,10.8,3.0,晴れ,長崎
2022/1/22,9.7,3.8,曇り,長崎
2022/1/23,9.6,7.3,大雨,長崎
2022/1/24,12.3,5.0,曇り,長崎
2022/1/25,13.5,3.0,晴れときどき曇り,長崎
2022/1/26,13.6,6.2,晴れ,長崎
2022/1/27,11.9,6.0,曇り,長崎
2022/1/28,13.3,4.7,晴れ,長崎
2022/1/29,10.2,6.2,曇り,長崎
2022/1/30,10.8,6.0,曇りときどき晴れ,長崎
2022/1/31,10.7,3.0,晴れ,長崎
2022/2/1,10.3,3.2,曇りときどき雨,長崎
2022/2/2,8.9,1.2,曇り,長崎
2022/2/3,9.5,4.7,曇り,長崎
2022/2/4,9.0,3.1,晴れときどき曇り,長崎
2022/2/5,7.2,2.9,雪ときどき曇り,長崎
2022/2/6,6.0,3.1,曇りときどき晴れ,長崎
2022/2/7,9.8,4.0,曇り,長崎
2022/2/8,10.3,3.9,曇り,長崎
2022/2/9,13.3,2.6,晴れ,長崎
2022/2/10,11.0,6.3,曇り,長崎
2022/2/11,13.4,3.5,晴れときどき曇り,長崎
2022/2/12,13.0,7.2,曇り,長崎
2022/2/13,11.8,7.3,曇りときどき雨,長崎
2022/2/14,15.1,7.0,曇りのち晴れ,長崎
2022/2/15,10.5,4.9,曇り,長崎
2022/2/16,7.1,3.2,曇りときどき雪,長崎
2022/2/17,5.1,0.0,曇り,長崎
2022/2/18,10.8,1.1,曇りときどき晴れ,長崎
2022/2/19,8.4,4.6,雨,長崎
2022/2/20,7.7,0.0,曇りときどき雪,長崎
2022/2/21,7.4,-0.2,晴れ,長崎
2022/2/22,8.9,3.5,晴れときどき曇り,長崎
2022/2/23,8.2,1.9,曇り,長崎
2022/2/24,8.8,-0.1,晴れ,長崎
2022/2/25,11.3,2.6,晴れ,長崎
2022/2/26,13.6,2.1,晴れときどき曇り,長崎
2022/2/27,15.1,5.7,晴れ,長崎
